"SystematicName","Row","Col","ControlType","ProbeName","logFC","AveExpr","t","P.Value","adj.P.Val","B","GenBank_accession","GENE_SYMBOL","GENE_NAME"
"NM_010471",294,71,0,"A_51_P211566",-1.05216222192851,5.96271042381441,-5.78768649074756,6.42317875582559e-05,0.0105647327101253,2.0349235246094,"NM_010471","Hpca","hippocalcin"
"NM_010478",100,142,0,"A_66_P118021",1.01174512176984,9.77542852189245,5.23619987109796,0.000163219733377385,0.0168884506625362,1.14305818656077,"NM_010478","Hspa1b","heat shock protein 1B"
"NM_010584",152,23,0,"A_66_P119869",1.42292870133773,5.64023140225543,7.00870073271536,9.46318059904139e-06,0.00441685114297077,3.83978504228494,"NM_010584","Itln1","intelectin 1 (galactofuranose binding)"
"NM_010638",19,51,0,"A_65_P19780",-1.07194426959787,8.10749342719581,-5.97623690028618,4.71520066871775e-05,0.00906996820157249,2.32897144305197,"NM_010638","Klf9","Kruppel-like factor 9"
"NM_010663",79,44,0,"A_51_P433450",1.14315610018348,13.0626823671486,4.67224450499239,0.000470110207811217,0.0287151816385872,0.13704184015791,"NM_010663","Krt17","keratin 17"
"NM_010693",210,119,0,"A_55_P2155504",1.66687677067343,6.83028693886696,5.43807645296018,0.000153880430515559,0.016776885357049,1.24210144534505,"NM_010693","Lck","lymphocyte protein tyrosine kinase"
"NM_010696",101,71,0,"A_51_P352875",1.86037348915812,7.02369539189025,3.68187528134581,0.00627003786687955,0.0998375760674458,-2.13808864776094,"NM_010696","Lcp2","lymphocyte cytosolic protein 2"
"NM_010733",150,104,0,"A_51_P392303",-1.12826124121289,6.94376744821217,-3.9642917777649,0.00171791963559789,0.0532695900120231,-1.11172971373919,"NM_010733","Lrrn3","leucine rich repeat protein 3, neuronal"
"NM_010742",271,67,0,"A_51_P343517",-1.25943102081967,8.75115161638871,-6.10413550564063,3.83407336283155e-05,0.00856553121944395,2.52523428338834,"NM_010742","Ly6d","lymphocyte antigen 6 complex, locus D"
"NM_010745",117,84,0,"A_51_P465350",1.30265962052821,6.93559416855264,4.26605276625447,0.00110003565572157,0.0429593122743218,-0.657153805719518,"NM_010745","Ly86","lymphocyte antigen 86"
"NM_010751",32,6,0,"A_51_P490795",1.21831187005554,9.89957134187775,4.64024995651104,0.000478439634343271,0.0289446644623665,0.112454485757451,"NM_010751","Mxd1","MAX dimerization protein 1"
"NM_010761",302,10,0,"A_55_P1972128",-1.11945661630209,7.21215477319889,-3.39007341131484,0.00586548859352422,0.097052043464884,-2.24575593910196,"NM_010761","Ccndbp1","cyclin D-type binding-protein 1"
"NM_010796",83,11,0,"A_51_P141413",-1.04582171433467,5.54211475636496,-6.28244511451832,2.88439941468962e-05,0.00737275877416947,2.79453346975116,"NM_010796","Clec10a","C-type lectin domain family 10, member A"
"NM_010807",18,163,0,"A_51_P257550",1.74096810443201,8.85556634961083,6.53423855874607,1.94422188480575e-05,0.00623304355103403,3.16626255454319,"NM_010807","Marcksl1","MARCKS-like 1"
"NM_010807",291,149,0,"A_55_P2757442",1.07488245175857,5.82221654639332,4.5227106266305,0.000579810127554308,0.0316909857544505,-0.0769173685195215,"NM_010807","Marcksl1","MARCKS-like 1"
"NM_010809",274,133,0,"A_51_P255699",2.2162598538094,9.95620580643845,6.04086278713493,0.000136672885713718,0.0157312432045131,1.46138378313927,"NM_010809","Mmp3","matrix metallopeptidase 3"
"NM_010819",376,72,0,"A_51_P383032",2.51732091601864,9.46188795787121,5.1481185082629,0.000893601628485068,0.0388860616628721,-0.219848523070008,"NM_010819","Clec4d","C-type lectin domain family 4, member d"
"NM_010821",340,61,0,"A_51_P390538",1.7791402532401,8.29127136148151,7.48361554661721,4.74032958206772e-06,0.00312779072249341,4.47949407982149,"NM_010821","Mpeg1","macrophage expressed gene 1"
"NM_010877",109,25,0,"A_55_P2806229",2.17434960114962,7.84470727173458,6.78572065621161,2.43559232540813e-05,0.00698018618713556,3.00744941406218,"NM_010877","Ncf2","neutrophil cytosolic factor 2"
"NM_010877",324,45,0,"A_55_P2819599",1.20384683582094,5.92011439520936,4.97119964552024,0.000259333132263251,0.0214608266046044,0.698185527738761,"NM_010877","Ncf2","neutrophil cytosolic factor 2"
"NM_010903",103,30,0,"A_55_P2489824",1.28258926076685,6.8549966369975,5.02427485000339,0.000236186446681755,0.0205095751160498,0.788101057262394,"NM_010903","Nfe2l3","nuclear factor, erythroid derived 2, like 3"
"NM_010910",40,2,0,"A_55_P2810270",-1.02947636071456,9.6806437767019,-5.13455378456906,0.000194722094352658,0.0187339144919002,0.97363032754571,"NM_010910","Nefl","neurofilament, light polypeptide"
"NM_010910",224,97,0,"A_51_P168646",-1.32438902995195,8.90381818739024,-4.58499770261056,0.000580987995790487,0.0316909857544505,-0.0560682025952399,"AK149219","Nefl","neurofilament, light polypeptide"
"NM_010926",115,98,0,"A_55_P2489870",-1.16342511274155,8.18513186641594,-4.65523818497941,0.000455913598180372,0.0283982624903899,0.15485994361939,"NM_010926","Emc8","ER membrane protein complex subunit 8"
"NM_010930",231,120,0,"A_66_P110117",1.03875077639717,6.11275122687162,5.02150696130482,0.000237338611938052,0.020530151729306,0.783421867764974,"NM_010930","Nov","nephroblastoma overexpressed gene"
"NM_010931",134,142,0,"A_55_P2035286",1.71083900154359,7.14172745042215,6.58811188161726,1.78887508005621e-05,0.00600014563109717,3.24450200802146,"NM_010931","Uhrf1","ubiquitin-like, containing PHD and RING finger domains, 1"
"NM_010942",340,64,0,"A_52_P467726",-1.11672325046895,8.35910061776497,-5.88502083972762,5.47239900373214e-05,0.00980546298291178,2.18741856552172,"NM_010942","Nsg1","neuron specific gene family member 1"
"NM_011010",28,31,0,"A_55_P2121185",1.50090135557857,8.185684577895,7.24705762959351,6.66486772868432e-06,0.00352254861786256,4.16508852158786,"NM_011010","Omp","olfactory marker protein"
"NM_011031",307,143,0,"A_52_P663413",1.32133859382399,7.88216097816699,6.2661123195638,2.96004271204116e-05,0.0074652277197678,2.77007546462095,"NM_011031","P4ha2","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide"
"NM_011061",202,48,0,"A_51_P255875",1.05748265502025,7.44612939448318,4.53721836632484,0.000564691952733907,0.0313230155013544,-0.0514392683995197,"NM_011061","Padi4","peptidyl arginine deiminase, type IV"
"NM_011088",312,102,0,"A_55_P2151685",1.65174428213263,6.99746074176339,5.13891061504585,0.000283042543085309,0.0222147290558449,0.67723703548177,"NM_011088","Pira11","paired-Ig-like receptor A11"
"NM_011089",377,117,0,"A_55_P2054409",1.4894961029525,6.30572235919344,6.18838513125628,3.34980958558493e-05,0.00792020603891737,2.65310258367224,"NM_011089","Pira2","paired-Ig-like receptor A2"
"NM_011090",101,20,0,"A_52_P601383",2.20939752591151,8.43167591570074,4.42516955242399,0.00224507737096305,0.0606283869302152,-1.12245031273261,"NM_011090","Lilra6","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6"
"NM_011093",196,53,0,"A_55_P2022585",1.75182065474866,6.85054702789148,4.66257975162188,0.0008963834925418,0.0388878297280462,-0.360169188548416,"NM_011093","Pira6","paired-Ig-like receptor A6"
"NM_011094",64,38,0,"A_55_P2079579",1.80163923383078,7.15450849134325,4.47949090955824,0.00135850162711756,0.0476735775082165,-0.734018906598342,"NM_011094","Pira7","paired-Ig-like receptor A7"
"NM_011097",172,112,0,"A_52_P522255",1.95896931401432,7.55431927409569,7.24300561731464,6.70429554549576e-06,0.00352254861786256,4.15963023556694,"NM_011097","Pitx1","paired-like homeodomain transcription factor 1"
"NM_011121",352,122,0,"A_51_P344566",1.01737283745184,7.35912612291134,4.75194381335371,0.000383086290613967,0.0260026693312076,0.322578762361358,"NM_011121","Plk1","polo-like kinase 1"
"NM_011134",64,1,0,"A_51_P108659",-1.26289668051613,6.90170605597468,-4.29902142552444,0.000967863058786891,0.0404726523735167,-0.548885818110199,"NM_011134","Pon1","paraoxonase 1"
"NM_011148",330,89,0,"A_52_P413394",-1.31126646991593,6.42786195219811,-3.89980971080058,0.00256061570477068,0.0647225559764866,-1.42482202499194,"NM_011148","Ppef2","protein phosphatase, EF hand calcium-binding domain 2"
"NM_011177",357,72,0,"A_55_P2128591",1.41464317375112,7.67323602682462,5.66354308832524,7.89439917376017e-05,0.0116675841180778,1.8382660992007,"NM_011177","Klk6","kallikrein related-peptidase 6"
"NM_011193",40,85,0,"A_51_P511315",1.42699267528139,5.91732042020762,6.31885019404446,2.72303737424309e-05,0.00728862055667095,2.84889756875984,"NM_011193","Pstpip1","proline-serine-threonine phosphatase-interacting protein 1"
"NM_011204",51,162,0,"A_51_P455208",1.34758201445837,7.66254506539332,6.12100082111681,3.73153419719311e-05,0.0084153857818563,2.5509212417897,"NM_011204","Ptpn13","protein tyrosine phosphatase, non-receptor type 13"
"NM_011206",375,4,0,"A_55_P2069306",1.07531168018223,8.63188167615898,5.61036773849014,8.6292088265949e-05,0.0121868227546985,1.75329286492899,"NM_011206","Ptpn18","protein tyrosine phosphatase, non-receptor type 18"
"NM_011210",345,75,0,"A_52_P677117",2.43891189125515,7.31308155497386,8.27577237717168,2.18942048887848e-06,0.00207064442735682,5.19282131910422,"NM_011210","Ptprc","protein tyrosine phosphatase, receptor type, C"
"NM_011210",332,63,0,"A_52_P11901",1.66850009745121,6.25971764970124,4.29526652022131,0.00179167763195395,0.05426931822888,-1.00454603401815,"NM_011210","Ptprc","protein tyrosine phosphatase, receptor type, C"
"NM_011244",331,46,0,"A_55_P2151056",1.25873599818849,9.04245667809878,4.48529727186365,0.000667944929495132,0.0341464279497309,-0.198421249647066,"NM_011244","Rarg","retinoic acid receptor, gamma"
"NM_011260",235,1,0,"A_51_P354126",3.27816718370317,9.37409773976728,8.52492652629474,9.05118910506595e-06,0.0043160481156888,3.95716334560224,"NM_011260","Reg3g","regenerating islet-derived 3 gamma"
"NM_011315",318,135,0,"A_66_P106131",1.1758552010635,11.7590857844544,3.48556981639355,0.00585537191444594,0.0970220941134185,-2.19187842006917,"NM_011315","Saa3","serum amyloid A 3"
"NM_011332",216,49,0,"A_51_P114462",-1.08670854651424,6.32545382229684,-5.33698386873285,0.000137210305999262,0.0157611312022837,1.30952735743898,"NM_011332","Ccl17","chemokine (C-C motif) ligand 17"
"NM_011337",157,35,0,"A_51_P140710",1.83361605727668,9.80837535255507,4.34633868857357,0.00197257787443539,0.0566684560377795,-1.05586012207606,"NM_011337","Ccl3","chemokine (C-C motif) ligand 3"
"NM_011338",61,32,0,"A_51_P185660",1.25363756669722,8.14239351065439,5.00934957954416,0.000242469129608356,0.0208611885355152,0.76285650708235,"NM_011338","Ccl9","chemokine (C-C motif) ligand 9"
"NM_011361",15,1,0,"A_51_P118237",-1.13862940175343,9.70409424839442,-4.2989162940526,0.000890173142984164,0.0388261913901894,-0.486510008236968,"NM_011361","Sgk1","serum/glucocorticoid regulated kinase 1"
"NM_011380",259,90,0,"A_55_P2033308",1.06399872028149,6.93850853985755,4.90878081622546,0.000289612139036575,0.0224202466979951,0.591931196766712,"NM_011380","Six2","sine oculis-related homeobox 2"
"NM_011384",199,61,0,"A_55_P2175095",-1.23040718640855,6.95018421529559,-4.3342565239798,0.000870379444364709,0.038588523001817,-0.455656091541115,"NM_011384","Six6","sine oculis-related homeobox 6"
"NM_011410",74,7,0,"A_51_P183812",1.87674076562005,6.675634388875,3.7987083082525,0.00518917660037119,0.0917455318216619,-1.95779350223765,"NM_011410","Slfn4","schlafen 4"
"NM_011427",214,102,0,"A_51_P165087",1.28902151661968,6.27734950810213,4.81080234519994,0.000355500756287528,0.0251572363984657,0.400139563431448,"NM_011427","Snai1","snail family zinc finger 1"
"NM_011430",88,5,0,"A_51_P118300",-1.24341714376326,6.64162906432111,-6.62712555572063,1.68459724218645e-05,0.00575858256071506,3.30087718203444,"NM_011430","Sncg","synuclein, gamma"
"NM_011446",112,85,0,"A_51_P476018",1.02108777824348,6.23356176762323,3.44805868212141,0.00485682894466095,0.0889034704725116,-2.09000507481442,"NM_011446","Sox7","SRY (sex determining region Y)-box 7"
"NM_011518",32,90,0,"A_55_P1962946",1.45313934515746,7.77231153521931,3.81373064115877,0.00349665668650702,0.0757131373565482,-1.68152751552809,"NM_011518","Syk","spleen tyrosine kinase"
"NM_011595",217,31,0,"A_51_P463765",-1.01404321472803,9.74556701407708,-5.7912128212893,6.38586061694803e-05,0.0105647327101253,2.0404743138433,"NM_011595","Timp3","tissue inhibitor of metalloproteinase 3"
"NM_011604",150,56,0,"A_52_P117393",1.22853475370888,6.16936957085938,3.44864214776152,0.00614895193475461,0.0993683556434016,-2.2436719404551,"NM_011604","Tlr6","toll-like receptor 6"
"NM_011610",153,148,0,"A_52_P228621",2.41918702994851,8.35364409184603,5.99582272425192,0.000174512565661581,0.0174908456497557,1.25391920156094,"NM_011610","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b"
"NM_011623",230,53,0,"A_66_P120837",1.03509592764877,6.36559808522445,3.8998117116354,0.00185209175124481,0.0550684634116043,-1.19549842046684,"NM_011623","Top2a","topoisomerase (DNA) II alpha"
"NM_011662",198,8,0,"A_51_P261517",2.02330144997667,9.76122194095987,6.59643282958783,3.08869595439424e-05,0.00762360428377039,2.78292401842286,"NM_011662","Tyrobp","TYRO protein tyrosine kinase binding protein"
"NM_011676",83,118,0,"A_51_P201638",-1.45586993702144,10.4279538041536,-3.81946128637063,0.00381434097921971,0.0788847661941892,-1.73871518955829,"NM_011676","Unc119","unc-119 homolog (C. elegans)"
"NM_011691",262,71,0,"A_55_P2036567",2.295790763718,8.1015358911752,7.39974798717423,9.16217121493482e-06,0.0043325617132623,3.90274752330389,"NM_011691","Vav1","vav 1 oncogene"
"NM_011707",167,41,0,"A_51_P109840",-1.09893943181145,10.6168848076267,-4.29544115311344,0.000895786016886981,0.0388878297280462,-0.492598054160495,"NM_011707","Vtn","vitronectin"
"NM_011783",43,20,0,"A_51_P209122",1.28955059518157,8.0393712616901,4.15722243347243,0.00137747131484535,0.0480021519591139,-0.86726204348046,"NM_011783","Agr2","anterior gradient 2"
"NM_011810",173,24,0,"A_51_P267194",-1.07192404600474,8.07259923263606,-3.99877047603215,0.0015294179228819,0.0502743836049238,-1.0123487913365,"NM_011810","Faim","Fas apoptotic inhibitory molecule"
"NM_011815",217,66,0,"A_51_P364600",1.9872320470814,7.59508445237419,4.33565995911681,0.00216294138463664,0.0596675298352971,-1.1267567367761,"NM_011815","Fyb","FYN binding protein"
"NM_011827",375,86,0,"A_66_P116120",1.70223162850099,7.33822976166047,5.35533599053452,0.000193047422346655,0.0186300611922805,1.03910652523081,"NM_011827","Hcst","hematopoietic cell signal transducer"
"NM_011827",1,21,0,"A_55_P2744310",1.35304691682963,6.85638027242837,4.63286965306488,0.000529837435182612,0.0304937639769905,0.0313589237265415,"NM_011827","Hcst","hematopoietic cell signal transducer"
"NM_011827",352,87,0,"A_52_P170188",1.3399034865574,6.43515326041014,4.59116898398945,0.000592925685922217,0.0318311902059188,-0.0694567283995573,"NM_011827","Hcst","hematopoietic cell signal transducer"
"NM_011827",271,16,0,"A_55_P1984886",1.53575539239869,7.10890005191285,4.54139910742703,0.000851151430331953,0.0382109081599578,-0.361885980616592,"NM_011827","Hcst","hematopoietic cell signal transducer"
"NM_011837",237,34,0,"A_51_P407786",-1.13550582681439,5.91014742556216,-4.03412627501583,0.00165737969007668,0.0521619581327793,-1.05451604611713,"NM_011837","Ly6h","lymphocyte antigen 6 complex, locus H"
"NM_011837",2,75,0,"A_55_P2049282",-1.03535263873368,8.80571638443531,-3.76877222833826,0.00242634127740487,0.063070424089024,-1.44956718790726,"NM_011837","Ly6h","lymphocyte antigen 6 complex, locus H"
"NM_011921",163,51,0,"A_51_P383399",-1.37101759633972,5.28242670316464,-8.60674122604313,1.03078091143215e-06,0.00129981472931594,5.86280811578761,"NM_011921","Aldh1a7","aldehyde dehydrogenase family 1, subfamily A7"
"NM_011925",101,120,0,"A_55_P2007022",1.88450972130709,9.14660356311234,5.77532777077872,0.00011907937331228,0.0144075885684549,1.52507434648067,"NM_011925","Adgre5","adhesion G protein-coupled receptor E5"
"NM_012010",182,86,0,"A_51_P305532",1.17730123970482,7.33657216116408,5.05529576248197,0.000223665706449414,0.0201221899655663,0.840467477480821,"NM_012010","Eif2s3x","eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
"NM_012011",97,158,0,"A_51_P479715",2.61474434631129,5.90369862267289,4.80418616486244,0.0017482330732811,0.0536815399044026,-0.82020319280476,"NM_012011","Eif2s3y","eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked"
"NM_012011",328,110,0,"A_55_P2846101",1.13793403828919,5.0599078065604,4.03587808849829,0.00260962457574968,0.0652214646911478,-1.3784722472669,"NM_012011","Eif2s3y","eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked"
"NM_013486",250,99,0,"A_55_P2077901",1.40839616462121,5.81342749026679,6.17094481704045,3.44448301009376e-05,0.00801054050851518,2.62672507952167,"NM_013486","Cd2","CD2 antigen"
"NM_013487",376,33,0,"A_66_P109615",1.93288954105335,6.46149139991955,7.32877609248195,5.92003401632667e-06,0.00339325586117633,4.27464213143363,"NM_013487","Cd3d","CD3 antigen, delta polypeptide"
"NM_013487",324,137,0,"A_51_P285206",1.85949620746802,6.00977757812285,6.51903164232705,2.83787929209159e-05,0.00735469126113171,2.84397259189161,"NM_013487","Cd3d","CD3 antigen, delta polypeptide"
"NM_013508",76,156,0,"A_52_P627357",1.00909188257253,8.63447905417706,5.55121587312432,9.53165713905496e-05,0.012926739689907,1.65825233260749,"NM_013508","Elk3","ELK3, member of ETS oncogene family"
"NM_013542",281,68,0,"A_51_P333274",2.64248826682081,6.41792998886674,4.37026098480431,0.00312610727783763,0.0721394703053665,-1.38043548097751,"NM_013542","Gzmb","granzyme B"
"NM_013563",185,13,0,"A_55_P2805883",1.26315941159478,7.64142241004694,5.22203297466966,0.000167269968351957,0.0170408157165741,1.11953609654284,"NM_013563","Il2rg","interleukin 2 receptor, gamma chain"
"NM_013566",1,56,0,"A_51_P359603",1.50472901371457,7.65643282268683,7.11282427517547,8.11219200004809e-06,0.00403795030739236,3.98295064526927,"NM_013566","Itgb7","integrin beta 7"
"NM_013590",155,121,0,"A_55_P2181738",2.24249750207379,8.62071670602804,10.3502586647915,1.25872085136237e-07,0.000618323956289489,7.68958232057663,"NM_013590","Lyz1","lysozyme 1"
"NM_013605",162,39,0,"A_66_P125683",1.08956996952799,7.67815192795302,6.00504498608462,4.499644977904e-05,0.00892770469479588,2.37340380929446,"NM_013605","Muc1","mucin 1, transmembrane"
"NM_013652",213,52,0,"A_55_P2744077",2.67061267776438,9.9853776352553,4.03799555534236,0.00520023155645059,0.0917559513901707,-1.85900114045925,"NM_013652","Ccl4","chemokine (C-C motif) ligand 4"
"NM_013697",244,35,0,"A_51_P194149",-1.254548764598,6.35433295079289,-4.68478229614391,0.000441616261624531,0.0279585354383813,0.189644252543401,"NM_013697","Ttr","transthyretin"
"NM_013706",239,53,0,"A_51_P151126",2.53877434062475,10.1825342124542,7.07023601034531,3.57153569025209e-05,0.00823848750989248,2.71213056594742,"NM_013706","Cd52","CD52 antigen"
"NM_013708",254,91,0,"A_51_P435844",-1.68842007804543,9.59644525339689,-5.89071037806642,6.80247573391836e-05,0.0108925742526056,2.00839721506858,"NM_013708","Nr2e3","nuclear receptor subfamily 2, group E, member 3"
"NM_013732",335,97,0,"A_52_P208649",-1.4819159613241,9.21961664411695,-6.0827329796659,3.96849053999591e-05,0.00867389903120978,2.49257204216704,"NM_013732","Cartpt","CART prepropeptide"
"NM_013749",210,44,0,"A_51_P131408",-1.20252507970505,9.92115297513492,-5.73106617810922,7.05481068875612e-05,0.011058708081035,1.94553011010848,"NM_013749","Tnfrsf12a","tumor necrosis factor receptor superfamily, member 12a"
"NM_013769",32,139,0,"A_55_P1960291",1.38584944677408,9.94069453967478,5.5229516325109,9.99732975340258e-05,0.0132813592529105,1.61264805798977,"NM_013769","Tjp3","tight junction protein 3"
"NM_013769",194,151,0,"A_51_P234407",1.2393616390676,8.38978676329,5.20414719438702,0.000172534027744318,0.0173744765757695,1.08979666995646,"NM_013769","Tjp3","tight junction protein 3"
"NM_013800",314,60,0,"A_52_P533817",1.58788566581235,7.72797790433283,6.02991433969335,4.32190457563584e-05,0.00888574185305999,2.41165567162674,"NM_013800","Barx2","BarH-like homeobox 2"
"NM_013873",97,86,0,"A_52_P562676",-1.18713148455979,9.0659255879451,-6.01496989381848,4.42780620750075e-05,0.00892770469479588,2.38868116528423,"NM_013873","Sult4a1","sulfotransferase family 4A, member 1"
"NM_013879",197,69,0,"A_55_P1960894",-1.44488248797772,7.21743785717484,-5.88060917508389,5.51212010266177e-05,0.00983601431526862,2.18053905497381,"NM_013879","Cabp1","calcium binding protein 1"
"NM_013879",277,150,0,"A_51_P386142",-1.01990759471546,6.28839053607032,-4.44437767857851,0.000669001770485559,0.0341696718867714,-0.214916595451992,"NM_013879","Cabp1","calcium binding protein 1"
"NM_013885",38,3,0,"A_51_P127681",1.36819790751742,8.73925393039153,6.24986387234316,3.03737452962455e-05,0.00759276729883458,2.74570191884383,"NM_013885","Clic4","chloride intracellular channel 4 (mitochondrial)"
"NM_013888",90,155,0,"A_51_P442284",-1.01549205469492,7.75594309224032,-3.4125285235641,0.00503442805629104,0.0901478763187867,-2.13365621159752,"NM_013888","Dnajc12","DnaJ (Hsp40) homolog, subfamily C, member 12"
"NM_013917",200,121,0,"A_51_P371190",1.69770667425282,8.36410757990792,6.65159287221464,1.62249402942094e-05,0.00570196129238789,3.33611127077172,"NM_013917","Pttg1","pituitary tumor-transforming gene 1"
"NM_015766",379,138,0,"A_51_P202633",2.01085655172294,7.85658461083617,5.36241350132898,0.000320480376617907,0.023693858532457,0.635665925728118,"NM_015766","Ebi3","Epstein-Barr virus induced gene 3"
"NM_015774",183,110,0,"A_66_P119960",1.34522444336383,9.13064149937042,5.02578520233694,0.000239801937140747,0.0206801837736348,0.776501030208895,"NM_015774","Ero1l","ERO1-like (S. cerevisiae)"
"NM_016759",374,37,0,"A_51_P397468",-1.06142379525907,9.48672997361365,-6.07249938255992,4.03450802840284e-05,0.00869034050341363,2.47692900169797,"NM_016759","Rundc3a","RUN domain containing 3A"
"NM_016767",253,155,0,"A_51_P114616",1.9651092964511,7.41357127600407,4.69476794614991,0.0010781358033377,0.0426333213661308,-0.48962377778798,"NM_016767","Batf","basic leucine zipper transcription factor, ATF-like"
"NM_016798",56,70,0,"A_52_P579531",-1.2300554660437,6.97571750270304,-3.9550434503758,0.00196758461048946,0.0566454082048442,-1.21302714092552,"NM_016798","Pdlim3","PDZ and LIM domain 3"
"NM_016811",270,131,0,"A_52_P88695",1.11711767393576,8.66133856403381,5.4030109209742,0.000122554304513954,0.0146779870706282,1.41775461968566,"NM_016811","Dgka","diacylglycerol kinase, alpha"
"NM_016811",98,96,0,"A_51_P319093",1.0642545093502,6.48518822611294,5.30651658942214,0.000144581294386247,0.01618198333323,1.25936447477028,"NM_016811","Dgka","diacylglycerol kinase, alpha"
"NM_016933",227,42,0,"A_51_P247359",1.03304483800546,6.32265186985206,4.65090428934887,0.000459496163397965,0.0285442648889877,0.147315230803206,"NM_016933","Ptprcap","protein tyrosine phosphatase, receptor type, C polypeptide-associated protein"
"NM_016956",356,89,0,"A_55_P2038540",-1.13919728008582,10.7782167489489,-3.77632946979329,0.00291149982134066,0.0692136813414225,-1.57270189798592,"NM_016956","Hbb-b2","hemoglobin, beta adult minor chain"
"NM_017372",109,19,0,"A_51_P321150",1.11114805693404,5.76840434587913,5.61841373787284,8.51356634912766e-05,0.012132576207956,1.76617852074372,"NM_017372","Lyz2","lysozyme 2"
"NM_017394",225,50,0,"A_51_P268193",-1.1357610234348,5.59453550983398,-6.23420498654253,3.11391885160078e-05,0.00764932143870502,2.72217324084233,"NM_017394","Slc7a10","solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"
"NM_017466",243,55,0,"A_55_P2736395",2.96038953964067,9.37161808226407,5.67314459548894,0.000548429440808879,0.0309502327576423,0.275386953637301,"NM_017466","Ccrl2","chemokine (C-C motif) receptor-like 2"
"NM_017469",220,130,0,"A_52_P179068",-1.05110961395955,6.80154644800326,-4.35794601175303,0.000784067403942533,0.0369238631371986,-0.368003792887603,"NM_017469","Gucy1b3","guanylate cyclase 1, soluble, beta 3"
"NM_018751",254,33,0,"A_51_P519811",-1.19319887332243,5.71822956234078,-5.22685117943555,0.000165880804661782,0.0169601914604195,1.12753938766196,"NM_018751","Sult1c1","sulfotransferase family, cytosolic, 1C, member 1"
"NM_018773",193,99,0,"A_51_P243914",1.16362559189672,8.58765778508471,5.29572141944706,0.000147291434581393,0.0163562670358536,1.24155714404887,"NM_018773","Skap2","src family associated phosphoprotein 2"
"NM_018780",214,129,0,"A_55_P2020203",-1.15094609785491,6.13020925002384,-6.78777965945032,1.31832180220818e-05,0.00503363369892824,3.53052137235933,"NM_018780","Sfrp5","secreted frizzled-related sequence protein 5"
"NM_018795",295,93,0,"A_55_P1969904",1.12461261049786,5.40379131587107,6.45778784419869,2.18958524706247e-05,0.00653936920234527,3.05445219136318,"NM_018795","Abcc6","ATP-binding cassette, sub-family C (CFTR/MRP), member 6"
"NM_018825",71,108,0,"A_66_P113490",1.39240495466574,7.2321910704567,3.99290632503683,0.00224269846778948,0.0606283869302152,-1.28934570063713,"NM_018825","Sh2b2","SH2B adaptor protein 2"
"NM_019391",244,52,0,"A_55_P1957413",2.20085578740824,9.64021295815538,8.92679396886966,6.84925045123757e-07,0.00103717468286773,6.22576074052255,"NM_019391","Lsp1","lymphocyte specific 1"
"NM_019391",290,97,0,"A_52_P63044",1.64896642380338,6.37710939192112,8.04772787269409,2.16264545122584e-06,0.00207064442735682,5.19629869853428,"NM_019391","Lsp1","lymphocyte specific 1"
"NM_019410",46,80,0,"A_55_P2128526",-1.05506332792287,9.56477012575614,-4.39664629957467,0.000730205952854228,0.0355814010552136,-0.299354280683761,"NM_019410","Pfn2","profilin 2"
"NM_019438",149,9,0,"A_51_P489268",1.03465777357893,5.76723270088639,4.78605101648178,0.000360380308669139,0.0253091344250375,0.381438054592632,"NM_019438","Ncapg","non-SMC condensin I complex, subunit G"
"NM_019453",228,11,0,"A_51_P464918",3.22381091624402,8.28175787046277,5.16412904234806,0.00124840290887498,0.0460302943886359,-0.472724778095973,"NM_019453","Mefv","Mediterranean fever"
"NM_019456",166,164,0,"A_55_P2504765",1.53425463374235,6.6104605142151,5.90508454892726,5.29551424781812e-05,0.00977490991325033,2.21866699006096,"NM_019456","Apbb1ip","amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein"
"NM_019467",66,159,0,"A_51_P400543",1.29209542077318,6.89366716233741,6.09709051811446,3.87778134313238e-05,0.00859549618422058,2.51449098353915,"NM_019467","Aif1","allograft inflammatory factor 1"
"NM_019510",64,15,0,"A_51_P317695",-1.14460699957531,5.55317587161903,-4.4785698265599,0.000726531942730856,0.0355712295860763,-0.264665075808346,"NM_019510","Trpc3","transient receptor potential cation channel, subfamily C, member 3"
"NM_019549",34,118,0,"A_55_P1966194",2.25054500022943,9.10784866772382,6.52963319432092,5.0697831618086e-05,0.00955382566375225,2.35721457409596,"NM_019549","Plek","pleckstrin"
"NM_019632",66,23,0,"A_55_P2742221",-1.04467230011856,8.80121134008988,-3.65192956257516,0.00312382225765133,0.0721160675388222,-1.68369750671471,"NM_019632","Napb","N-ethylmaleimide sensitive fusion protein attachment protein beta"
"NM_019645",377,14,0,"A_51_P151732",1.13442426212804,10.9487722374768,3.41469821878914,0.00625414771602232,0.0997749116855742,-2.27333886507722,"NM_019645","Pkp1","plakophilin 1"
